UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,APPLCN,APPLCNM,APPLCNW,APPLCNAN,APPLCNUN,ADMSSN,ADMSSNM,ADMSSNW,ADMSSNAN,ADMSSNUN,ENRLT,ENRLM,ENRLW,ENRLAN,ENRLUN,ENRLFT,ENRLFTM,ENRLFTW,ENRLFTAN,ENRLFTUN,ENRLPT,ENRLPTM,ENRLPTW,ENRLPTAN,ENRLPTUN,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR50,SATVR75,SATMT25,SATMT50,SATMT75,ACTCM25,ACTCM50,ACTCM75,ACTEN25,ACTEN50,ACTEN75,ACTMT25,ACTMT50,ACTMT75
228769,1,1,1,5,3,3,5,1,3,5,3,3,21963,9620,12343,,0,17747.0,7592.0,10155.0,,0,4858.0,2231.0,2627.0,,0,4310.0,1967.0,2343.0,,0.0,548.0,264.0,284.0,,0.0,2959.0,61.0,726.0,15.0,500.0,550.0,620.0,500.0,560.0,620.0,18.0,22.0,26.0,16.0,21.0,25.0,17.0,20.0,26.0
228778,5,5,1,1,5,5,5,1,3,5,5,3,60055,28507,31260,,288,18830.0,7598.0,11172.0,,60,9109.0,3617.0,5482.0,,10,8979.0,3566.0,5403.0,,10.0,130.0,51.0,79.0,,0.0,5720.0,63.0,1983.0,22.0,620.0,680.0,730.0,610.0,690.0,770.0,26.0,30.0,33.0,25.0,32.0,35.0,25.0,28.0,33.0
228787,5,5,1,1,3,3,5,1,3,3,5,3,21500,10818,10682,,0,18220.0,8963.0,9257.0,,0,4218.0,2292.0,1926.0,,0,3933.0,2113.0,1820.0,,0.0,285.0,179.0,106.0,,0.0,3320.0,79.0,793.0,19.0,580.0,640.0,700.0,590.0,660.0,730.0,24.0,28.0,32.0,23.0,29.0,34.0,23.0,27.0,31.0
228796,1,1,1,1,3,3,5,1,1,3,3,3,10493,4908,5585,,0,10485.0,4901.0,5584.0,,0,3769.0,1762.0,2007.0,,0,2962.0,1391.0,1571.0,,0.0,807.0,371.0,436.0,,0.0,2184.0,58.0,98.0,3.0,440.0,490.0,550.0,430.0,490.0,540.0,16.0,19.0,22.0,14.0,19.0,21.0,16.0,18.0,21.0
228802,1,1,1,1,3,3,5,1,3,3,3,3,3493,1364,2129,0.0,0,3279.0,1254.0,2025.0,,0,1118.0,418.0,700.0,,0,975.0,368.0,607.0,,0.0,143.0,50.0,93.0,,0.0,354.0,32.0,215.0,19.0,500.0,560.0,610.0,500.0,550.0,610.0,19.0,22.0,24.0,19.0,23.0,28.0,17.0,20.0,25.0
228875,1,5,1,1,1,1,5,1,3,5,1,5,16197,6260,9937,,0,9087.0,3075.0,6012.0,,0,2491.0,855.0,1636.0,,0,2484.0,854.0,1630.0,,0.0,7.0,1.0,6.0,,0.0,458.0,18.0,505.0,20.0,580.0,630.0,680.0,560.0,630.0,680.0,26.0,29.0,31.0,25.0,30.0,34.0,25.0,27.0,30.0
228981,1,5,1,5,5,5,5,1,3,5,1,5,1835,851,984,0.0,0,1685.0,770.0,915.0,,0,344.0,195.0,149.0,,0,344.0,195.0,149.0,,0.0,,,,,,96.0,28.0,18.0,5.0,520.0,560.0,630.0,510.0,550.0,590.0,20.0,23.0,27.0,19.0,21.0,25.0,18.0,22.0,25.0
229018,1,3,5,5,5,5,5,1,3,5,5,3,1475,635,840,,0,1397.0,599.0,798.0,,0,673.0,293.0,380.0,,0,634.0,278.0,356.0,,0.0,39.0,15.0,24.0,,0.0,264.0,39.0,38.0,6.0,460.0,510.0,550.0,450.0,500.0,540.0,16.0,19.0,21.0,13.0,17.0,21.0,16.0,18.0,22.0
229027,1,1,1,5,5,5,5,1,3,5,5,3,23295,9562,13733,0.0,0,20243.0,7979.0,12264.0,,0,5691.0,2510.0,3181.0,,0,4615.0,2009.0,2606.0,,0.0,1076.0,501.0,575.0,,0.0,3400.0,60.0,452.0,8.0,510.0,560.0,620.0,500.0,550.0,600.0,19.0,22.0,26.0,18.0,21.0,25.0,17.0,21.0,25.0
229063,1,1,5,5,5,5,5,1,3,3,3,5,8582,2913,5669,,0,8307.0,2785.0,5522.0,,0,2372.0,798.0,1574.0,,0,2139.0,716.0,1423.0,,0.0,233.0,82.0,151.0,,0.0,754.0,32.0,324.0,14.0,420.0,460.0,510.0,400.0,450.0,490.0,15.0,17.0,19.0,13.0,15.0,20.0,15.0,16.0,17.0
229115,1,1,1,5,5,5,5,1,3,5,5,3,35400,16591,18723,86.0,0,23837.0,11158.0,12639.0,40.0,0,6809.0,3302.0,3504.0,3.0,0,6688.0,3236.0,3449.0,3.0,0.0,121.0,66.0,55.0,0.0,0.0,2305.0,34.0,882.0,13.0,550.0,600.0,640.0,540.0,590.0,640.0,23.0,25.0,28.0,21.0,24.0,28.0,21.0,24.0,27.0
229160,1,5,1,5,5,3,5,1,3,3,3,3,4622,1914,2708,,0,2816.0,1127.0,1689.0,,0,455.0,236.0,219.0,,0,453.0,236.0,217.0,,0.0,2.0,0.0,2.0,,0.0,142.0,31.0,49.0,11.0,460.0,510.0,550.0,450.0,530.0,550.0,14.0,18.0,21.0,14.0,19.0,21.0,16.0,18.0,20.0
229179,1,5,1,3,3,3,5,1,3,3,3,3,7286,561,6725,,0,6822.0,515.0,6307.0,,0,1343.0,101.0,1242.0,,0,1318.0,95.0,1223.0,,0.0,25.0,6.0,19.0,,0.0,683.0,51.0,98.0,7.0,480.0,520.0,580.0,450.0,520.0,560.0,17.0,20.0,23.0,14.0,18.0,23.0,16.0,18.0,22.0
229267,1,5,1,1,1,3,5,1,3,5,5,5,11463,4923,6540,,0,3497.0,1526.0,1971.0,,0,655.0,298.0,357.0,,0,655.0,298.0,357.0,,0.0,,,,,,275.0,42.0,140.0,21.0,660.0,690.0,730.0,650.0,690.0,740.0,29.0,31.0,33.0,29.0,33.0,35.0,26.0,28.0,31.0
229780,1,5,1,3,3,3,3,1,3,3,3,3,1311,665,646,,0,914.0,473.0,441.0,,0,262.0,180.0,82.0,,0,247.0,174.0,73.0,,0.0,15.0,6.0,9.0,,0.0,,,,,,,,,,,,,,,,,,,
229814,5,5,1,5,3,3,5,1,3,3,5,3,4695,1941,2711,43.0,0,4302.0,1773.0,2493.0,36.0,0,1281.0,550.0,731.0,0.0,0,1257.0,542.0,715.0,,0.0,24.0,8.0,16.0,,0.0,539.0,42.0,408.0,32.0,470.0,520.0,570.0,480.0,530.0,580.0,18.0,20.0,23.0,16.0,20.0,23.0,17.0,20.0,24.0
230038,1,3,1,5,1,3,5,1,3,5,1,3,10559,4723,5836,,0,7040.0,2758.0,4282.0,,0,5565.0,2230.0,3335.0,,0,5360.0,2150.0,3210.0,,0.0,205.0,80.0,125.0,,0.0,702.0,13.0,3043.0,55.0,640.0,680.0,728.0,640.0,680.0,740.0,27.0,30.0,32.0,26.0,30.0,34.0,26.0,28.0,31.0
230047,1,5,1,5,1,5,1,1,3,5,1,5,1479,392,1087,,0,506.0,190.0,316.0,,0,340.0,132.0,208.0,,0,338.0,131.0,207.0,,0.0,2.0,1.0,1.0,,0.0,42.0,12.0,156.0,46.0,520.0,590.0,628.0,503.0,560.0,608.0,19.0,22.0,26.0,18.0,21.0,25.0,18.0,22.0,25.0
230603,1,3,3,3,3,3,3,1,3,3,3,3,18570,8298,10261,11.0,0,15571.0,6874.0,8694.0,3.0,0,2160.0,812.0,1348.0,0.0,0,2053.0,756.0,1297.0,,0.0,107.0,56.0,51.0,,0.0,,,,,,,,,,,,,,,,,,,
230728,1,5,1,5,3,3,5,1,3,3,3,3,16069,7670,8399,,0,15061.0,7152.0,7909.0,,0,4625.0,1911.0,2714.0,,0,4168.0,1709.0,2459.0,,0.0,457.0,202.0,255.0,,0.0,628.0,14.0,3699.0,80.0,530.0,590.0,660.0,520.0,580.0,640.0,20.0,24.0,27.0,19.0,23.0,28.0,18.0,23.0,27.0
230764,1,3,1,5,3,3,5,1,3,5,5,3,21072,10624,10439,,9,18781.0,9262.0,9513.0,,6,5520.0,2737.0,2777.0,,6,5294.0,2629.0,2659.0,,6.0,226.0,108.0,118.0,,0.0,643.0,12.0,2651.0,48.0,600.0,650.0,690.0,590.0,650.0,700.0,22.0,25.0,29.0,21.0,25.0,29.0,20.0,25.0,28.0
230807,1,5,1,5,5,3,5,5,3,5,5,5,2205,967,1238,,0,1538.0,676.0,862.0,,0,191.0,88.0,103.0,,0,191.0,88.0,103.0,,0.0,0.0,0.0,0.0,,0.0,15.0,8.0,96.0,50.0,608.0,630.0,700.0,558.0,600.0,673.0,23.0,26.0,29.0,22.0,25.0,29.0,21.0,25.0,28.0
230816,1,5,1,1,1,5,5,1,3,5,1,3,2801,997,1804,,0,1269.0,328.0,941.0,,0,220.0,59.0,161.0,,0,215.0,54.0,161.0,,0.0,5.0,5.0,0.0,,0.0,27.0,13.0,11.0,5.0,660.0,680.0,700.0,600.0,640.0,670.0,29.0,30.0,33.0,,,,,,
230834,1,3,1,1,1,3,5,1,3,3,1,3,3115,1576,1539,,0,2508.0,1200.0,1308.0,,0,422.0,213.0,209.0,,0,421.0,213.0,208.0,,0.0,1.0,0.0,1.0,,0.0,102.0,24.0,8.0,2.0,480.0,550.0,620.0,490.0,545.0,590.0,22.0,24.0,26.0,20.0,23.0,27.0,19.0,23.0,26.0
230852,1,5,1,1,5,1,5,1,3,5,5,5,6940,2675,4265,,0,3864.0,1631.0,2233.0,,0,580.0,371.0,209.0,,0,560.0,358.0,202.0,,0.0,20.0,13.0,7.0,,0.0,122.0,23.0,17.0,3.0,603.0,650.0,698.0,560.0,600.0,650.0,27.0,28.0,31.0,25.0,29.0,32.0,20.0,27.0,28.0
230889,5,3,1,3,5,5,3,3,3,5,1,3,21,4,12,5.0,0,18.0,3.0,10.0,5.0,0,12.0,1.0,8.0,3.0,0,12.0,1.0,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
230913,1,3,1,1,5,3,3,1,3,3,1,3,3031,1289,1742,,0,2209.0,880.0,1329.0,,0,262.0,109.0,153.0,,0,251.0,106.0,145.0,,0.0,11.0,3.0,8.0,,0.0,,,,,,,,,,,,,,,,,,,
230959,5,5,1,5,1,5,5,1,3,3,1,5,12952,5404,7548,,0,1644.0,745.0,899.0,,0,639.0,291.0,348.0,,0,639.0,291.0,348.0,,0.0,,,,,,183.0,29.0,115.0,18.0,710.0,740.0,760.0,715.0,750.0,780.0,33.0,34.0,35.0,,,,,,
230995,1,5,1,3,5,3,5,1,3,3,5,5,4268,3031,1237,,0,3526.0,2489.0,1037.0,,0,632.0,432.0,200.0,,0,621.0,425.0,196.0,,0.0,11.0,7.0,4.0,,0.0,,,,,,,,,,,,,,,,,,,
231059,1,5,1,1,1,3,5,1,3,5,1,5,2626,1164,1462,,0,2236.0,949.0,1287.0,,0,258.0,126.0,132.0,,0,258.0,126.0,132.0,,0.0,0.0,0.0,0.0,,0.0,50.0,19.0,11.0,4.0,600.0,630.0,678.0,560.0,595.0,637.0,27.0,30.0,30.0,25.0,30.0,34.0,22.0,27.0,30.0
231095,5,3,1,3,5,5,3,1,3,5,1,3,28,12,12,4.0,0,26.0,10.0,12.0,4.0,0,10.0,5.0,3.0,2.0,0,10.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
231165,1,3,1,1,5,3,3,1,3,3,1,3,930,509,421,,0,463.0,311.0,152.0,,0,127.0,86.0,41.0,,0,125.0,85.0,40.0,,0.0,2.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,
231174,1,5,1,1,1,3,5,1,3,5,1,5,30231,9918,20313,,0,18075.0,5459.0,12616.0,,0,3000.0,991.0,2009.0,,0,2988.0,987.0,2001.0,,0.0,12.0,4.0,8.0,,0.0,1126.0,38.0,431.0,14.0,640.0,680.0,720.0,620.0,670.0,710.0,28.0,30.0,32.0,28.0,32.0,35.0,26.0,28.0,30.0
231411,3,3,3,3,3,3,3,3,1,3,3,3,383,326,57,,0,269.0,230.0,39.0,,0,191.0,163.0,28.0,,0,191.0,163.0,28.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
231420,1,5,5,5,5,3,5,1,5,5,5,3,2324,1511,792,21.0,0,1767.0,1055.0,703.0,9.0,0,251.0,164.0,87.0,0.0,0,248.0,163.0,85.0,,0.0,3.0,1.0,2.0,,0.0,11.0,4.0,7.0,3.0,410.0,500.0,580.0,440.0,510.0,590.0,16.0,20.0,22.0,,,,,,
231554,1,1,1,3,3,3,3,1,3,3,3,3,984,548,393,43.0,0,620.0,371.0,249.0,0.0,0,149.0,101.0,48.0,,0,147.0,99.0,48.0,,0.0,2.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
231581,1,5,1,5,5,3,5,5,3,5,5,3,3402,1605,1797,0.0,0,3074.0,1449.0,1625.0,,0,422.0,229.0,193.0,,0,422.0,229.0,193.0,,0.0,,,,,,102.0,24.0,12.0,3.0,520.0,570.0,630.0,500.0,550.0,600.0,22.0,24.0,28.0,22.0,24.0,26.0,16.0,23.0,27.0
231624,1,5,1,1,1,3,5,5,3,5,1,5,18087,6841,11246,,0,6059.0,2661.0,3398.0,,0,1642.0,725.0,917.0,,0,1642.0,725.0,917.0,,0.0,0.0,0.0,0.0,,0.0,860.0,52.0,300.0,18.0,695.0,730.0,750.0,680.0,730.0,770.0,32.0,33.0,34.0,34.0,35.0,35.0,28.0,31.0,34.0
231651,1,3,1,5,3,3,5,1,3,3,1,3,6989,2673,4316,,0,2260.0,840.0,1420.0,,0,522.0,211.0,311.0,,0,351.0,141.0,210.0,,0.0,171.0,70.0,101.0,,0.0,51.0,10.0,31.0,6.0,540.0,610.0,650.0,490.0,540.0,600.0,19.0,23.0,25.0,18.0,21.0,27.0,16.0,18.0,23.0
231712,1,5,1,1,5,5,5,1,3,5,1,5,7428,3386,4042,,0,6340.0,2838.0,3502.0,,0,1161.0,575.0,586.0,,0,1161.0,575.0,586.0,,0.0,0.0,0.0,0.0,,0.0,468.0,40.0,79.0,7.0,560.0,610.0,660.0,540.0,580.0,630.0,22.0,26.0,29.0,,,,,,
232025,1,3,1,3,5,5,5,1,3,3,5,3,2288,958,1314,16.0,0,2216.0,911.0,1289.0,16.0,0,347.0,169.0,174.0,4.0,0,347.0,169.0,174.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
232043,1,5,1,5,5,3,3,1,3,3,5,3,1144,435,703,6.0,0,1138.0,431.0,701.0,6.0,0,203.0,83.0,119.0,1.0,0,203.0,83.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
232089,1,5,1,5,5,5,5,1,3,5,5,3,1452,908,544,,0,1224.0,763.0,461.0,,0,238.0,155.0,83.0,,0,230.0,149.0,81.0,,0.0,8.0,6.0,2.0,,0.0,26.0,12.0,0.0,0.0,470.0,510.0,560.0,430.0,500.0,550.0,,,,,,,,,
232186,1,3,1,1,5,5,5,1,3,5,5,3,20001,9248,10753,,0,18001.0,8147.0,9854.0,,0,4144.0,2147.0,1997.0,,0,4007.0,2062.0,1945.0,,0.0,137.0,85.0,52.0,,0.0,1565.0,38.0,133.0,3.0,580.0,630.0,670.0,560.0,620.0,680.0,25.0,28.0,31.0,25.0,28.0,33.0,23.0,26.0,28.0
232256,1,5,1,5,1,3,5,1,3,5,5,5,3262,3257,5,0.0,0,1298.0,1298.0,0.0,,0,279.0,279.0,,,0,279.0,279.0,,,0.0,,,,,,60.0,22.0,19.0,7.0,530.0,600.0,650.0,510.0,560.0,660.0,23.0,26.0,29.0,24.0,25.0,29.0,23.0,27.0,27.0
232265,1,3,1,1,1,3,5,1,5,3,3,3,15009,3962,11035,12.0,0,11177.0,2747.0,8423.0,7.0,0,867.0,288.0,579.0,0.0,0,842.0,282.0,560.0,,0.0,25.0,6.0,19.0,,0.0,466.0,54.0,158.0,18.0,420.0,520.0,620.0,420.0,510.0,600.0,17.0,22.0,27.0,16.0,22.0,28.0,17.0,21.0,25.0
232308,1,5,1,5,1,3,5,1,3,5,1,5,3275,0,3275,,0,2371.0,,2371.0,,0,210.0,,210.0,,0,210.0,,210.0,,0.0,,,,,,40.0,19.0,21.0,10.0,583.0,635.0,690.0,530.0,560.0,608.0,25.0,27.0,30.0,25.0,29.0,32.0,20.0,23.0,26.0
232423,1,3,1,1,5,3,5,1,3,5,5,3,30727,12477,18148,6.0,96,24062.0,9143.0,14837.0,4.0,78,4863.0,2125.0,2732.0,1.0,5,4859.0,2124.0,2729.0,1.0,5.0,4.0,1.0,3.0,0.0,0.0,1104.0,23.0,168.0,3.0,580.0,630.0,670.0,560.0,610.0,650.0,23.0,26.0,29.0,,,,,,
232557,1,3,1,5,3,3,3,1,3,3,1,3,30943,12205,18738,,0,30723.0,12119.0,18604.0,,0,6114.0,2770.0,3344.0,,0,4688.0,2091.0,2597.0,,0.0,1426.0,679.0,747.0,,0.0,,,,,,,,,,,,,,,,,,,
232566,1,5,1,1,5,3,5,1,3,5,5,5,6042,2036,4006,0.0,0,5304.0,1770.0,3534.0,,0,794.0,235.0,559.0,,0,783.0,231.0,552.0,,0.0,11.0,4.0,7.0,,0.0,333.0,42.0,18.0,2.0,520.0,580.0,620.0,500.0,540.0,590.0,20.0,20.0,26.0,,,,,,
232609,1,3,1,1,5,5,5,1,5,5,5,3,3230,1232,1998,0.0,0,3099.0,1163.0,1936.0,,0,410.0,150.0,260.0,,0,410.0,150.0,260.0,,0.0,0.0,0.0,0.0,,0.0,96.0,23.0,10.0,2.0,500.0,570.0,620.0,500.0,545.0,610.0,21.0,25.0,28.0,21.0,25.0,28.0,19.0,22.0,27.0
232618,1,3,1,5,1,5,3,3,1,5,1,3,15,0,14,1.0,0,6.0,,6.0,0.0,0,3.0,,3.0,,0,2.0,,2.0,,0.0,1.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,
232681,1,5,1,1,5,3,5,1,3,5,5,5,4709,1693,3013,3.0,0,4040.0,1419.0,2620.0,1.0,0,749.0,280.0,469.0,0.0,0,732.0,278.0,454.0,,0.0,17.0,2.0,15.0,,0.0,193.0,26.0,31.0,4.0,610.0,650.0,690.0,560.0,600.0,650.0,25.0,28.0,30.0,24.0,28.0,33.0,23.0,26.0,27.0
232706,1,5,1,5,5,3,3,1,3,5,5,5,3503,1277,2181,,45,2852.0,959.0,1851.0,,42,355.0,126.0,196.0,,33,350.0,123.0,194.0,,33.0,5.0,3.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,
232937,1,5,1,5,1,3,5,1,3,3,3,3,8884,2754,6130,,0,7951.0,2384.0,5567.0,,0,1300.0,469.0,831.0,,0,1195.0,440.0,755.0,,0.0,105.0,29.0,76.0,,0.0,208.0,16.0,59.0,5.0,430.0,480.0,530.0,410.0,460.0,510.0,15.0,18.0,20.0,,,,,,
232982,1,5,1,5,5,3,1,1,3,3,5,3,14435,6434,8001,,0,13734.0,6084.0,7650.0,,0,3084.0,1462.0,1622.0,,0,3023.0,1435.0,1588.0,,0.0,61.0,27.0,34.0,,0.0,748.0,84.0,105.0,12.0,560.0,600.0,640.0,530.0,570.0,610.0,22.0,24.0,27.0,21.0,23.0,26.0,20.0,23.0,25.0
233277,1,5,1,5,5,3,5,1,3,3,5,3,11442,4180,7262,,0,10680.0,3873.0,6807.0,,0,1226.0,474.0,752.0,,0,1222.0,473.0,749.0,,0.0,4.0,1.0,3.0,,0.0,318.0,26.0,35.0,3.0,490.0,540.0,600.0,470.0,510.0,560.0,19.0,22.0,23.0,16.0,21.0,24.0,16.0,20.0,23.0
233295,1,5,1,1,1,3,5,1,3,3,1,5,2446,1236,1210,,0,2090.0,1053.0,1037.0,,0,415.0,186.0,229.0,,0,414.0,186.0,228.0,,0.0,1.0,0.0,1.0,,0.0,188.0,45.0,24.0,6.0,520.0,570.0,630.0,500.0,540.0,590.0,23.0,25.0,27.0,21.0,23.0,25.0,20.0,25.0,27.0
233301,1,3,1,5,5,3,5,1,3,5,5,5,1602,593,1009,,0,1522.0,556.0,966.0,,0,147.0,62.0,85.0,,0,147.0,62.0,85.0,,0.0,0.0,0.0,0.0,,0.0,21.0,14.0,11.0,8.0,490.0,550.0,570.0,440.0,500.0,570.0,22.0,25.0,30.0,19.0,24.0,32.0,18.0,25.0,27.0
233338,1,3,1,3,5,3,3,1,3,3,5,3,1578,659,899,20.0,0,1248.0,519.0,710.0,19.0,0,395.0,172.0,216.0,7.0,0,348.0,161.0,182.0,5.0,0.0,47.0,11.0,34.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
233374,1,5,1,1,1,3,5,1,3,5,1,5,14364,6304,8060,0.0,0,3501.0,1523.0,1978.0,,0,851.0,384.0,467.0,,0,851.0,384.0,467.0,,0.0,0.0,0.0,0.0,,0.0,190.0,22.0,151.0,18.0,688.0,720.0,750.0,710.0,750.0,780.0,32.0,33.0,34.0,,,,,,
233408,1,3,1,3,3,3,3,1,1,3,3,3,2,0,2,,0,2.0,,2.0,,0,2.0,,2.0,,0,2.0,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
233426,1,5,1,5,5,5,5,1,5,5,5,5,5055,1943,3112,,0,4032.0,1541.0,2491.0,,0,502.0,213.0,289.0,,0,502.0,213.0,289.0,,0.0,0.0,0.0,0.0,,0.0,185.0,37.0,48.0,10.0,550.0,600.0,650.0,520.0,560.0,610.0,22.0,25.0,28.0,21.0,24.0,31.0,19.0,24.0,27.0
233541,1,3,1,5,5,1,3,1,3,3,3,3,2296,1000,1296,,0,1845.0,883.0,962.0,,0,475.0,230.0,245.0,,0,475.0,230.0,245.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
233611,1,3,1,5,5,5,5,1,3,5,5,3,1090,526,564,,0,1084.0,522.0,562.0,,0,380.0,184.0,196.0,,0,372.0,181.0,191.0,,0.0,8.0,3.0,5.0,,0.0,15.0,4.0,87.0,23.0,450.0,520.0,620.0,450.0,560.0,630.0,18.0,21.0,24.0,17.0,20.0,24.0,17.0,20.0,24.0
233718,1,5,1,1,1,3,5,1,3,5,5,3,1204,0,1204,0.0,0,912.0,,912.0,,0,154.0,,154.0,,0,154.0,,154.0,,0.0,,,,,,33.0,22.0,23.0,15.0,520.0,630.0,680.0,500.0,590.0,680.0,22.0,26.0,30.0,22.0,26.0,30.0,21.0,24.0,27.0
233897,1,5,1,1,5,3,5,3,3,5,5,3,835,393,434,8.0,0,631.0,278.0,346.0,7.0,0,251.0,118.0,133.0,0.0,0,250.0,117.0,133.0,,0.0,1.0,1.0,0.0,,0.0,51.0,20.0,27.0,11.0,455.0,520.0,600.0,460.0,520.0,560.0,19.0,22.0,25.0,19.0,21.0,24.0,18.0,21.0,25.0
233921,1,3,1,5,3,3,5,1,3,3,1,5,45321,26376,18831,114.0,0,25825.0,13843.0,11919.0,63.0,0,7166.0,3954.0,3196.0,16.0,0,7158.0,3949.0,3193.0,16.0,0.0,8.0,5.0,3.0,0.0,0.0,2795.0,39.0,468.0,7.0,620.0,660.0,700.0,620.0,670.0,730.0,27.0,30.0,32.0,26.0,30.0,34.0,26.0,28.0,31.0
234030,1,5,1,5,5,1,5,1,3,5,1,3,18242,6723,11519,,0,16600.0,6006.0,10594.0,,0,4167.0,1455.0,2712.0,,0,4120.0,1436.0,2684.0,,0.0,47.0,19.0,28.0,,0.0,1352.0,32.0,173.0,4.0,530.0,600.0,660.0,500.0,560.0,630.0,22.0,26.0,30.0,21.0,26.0,33.0,19.0,23.0,28.0
234076,5,5,1,1,1,3,5,5,3,5,1,5,50926,23195,27731,,0,9503.0,4116.0,5387.0,,0,4022.0,1735.0,2287.0,,0,4021.0,1734.0,2287.0,,0.0,1.0,1.0,0.0,,0.0,2001.0,50.0,674.0,17.0,690.0,730.0,750.0,710.0,760.0,790.0,32.0,33.0,34.0,34.0,35.0,35.0,30.0,32.0,34.0
234085,5,5,5,1,3,3,5,3,3,3,1,3,1192,979,210,3.0,0,847.0,710.0,136.0,1.0,0,358.0,306.0,52.0,0.0,0,358.0,306.0,52.0,,0.0,,,,,,60.0,17.0,20.0,6.0,570.0,615.0,660.0,535.0,570.0,640.0,22.0,26.0,29.0,22.0,27.0,30.0,20.0,25.0,27.0
234155,1,5,1,5,1,3,5,1,3,3,3,3,8230,2776,5454,,0,7384.0,2420.0,4964.0,,0,1382.0,569.0,813.0,,0,1374.0,565.0,809.0,,0.0,8.0,4.0,4.0,,0.0,246.0,18.0,45.0,3.0,430.0,460.0,530.0,400.0,450.0,500.0,14.0,16.0,17.0,,,,,,
234164,1,5,1,5,5,3,5,5,3,5,5,3,4386,1673,2712,1.0,0,3533.0,1367.0,2165.0,1.0,0,395.0,208.0,187.0,0.0,0,380.0,202.0,178.0,,0.0,15.0,6.0,9.0,,0.0,20.0,5.0,1.0,1.0,420.0,460.0,510.0,393.0,440.0,480.0,,,,,,,,,
234173,1,5,1,1,5,5,5,5,3,5,3,5,1718,710,1008,,0,1399.0,570.0,829.0,,0,281.0,133.0,148.0,,0,281.0,133.0,148.0,,0.0,,,,,,27.0,10.0,12.0,4.0,605.0,650.0,695.0,585.0,610.0,670.0,27.0,28.0,29.0,25.0,27.0,28.0,25.0,26.0,27.0
234207,5,5,1,1,1,5,5,5,3,5,1,5,7224,3575,3649,,0,1225.0,545.0,680.0,,0,476.0,228.0,248.0,,0,476.0,228.0,248.0,,0.0,,,,,,133.0,28.0,125.0,26.0,700.0,730.0,753.0,710.0,750.0,780.0,32.0,34.0,34.0,34.0,35.0,35.0,30.0,32.0,34.0
234827,1,3,1,5,3,3,3,3,1,3,5,3,6409,2724,3640,45.0,0,5992.0,2541.0,3410.0,41.0,0,1410.0,691.0,717.0,2.0,0,1355.0,667.0,687.0,1.0,0.0,55.0,24.0,30.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
235024,1,3,1,3,1,1,3,1,3,5,1,3,852,217,585,48.0,2,606.0,150.0,418.0,37.0,1,124.0,39.0,74.0,11.0,0,124.0,39.0,74.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
235097,1,3,1,1,3,3,3,1,3,3,3,3,4666,1843,2818,5.0,0,4485.0,1749.0,2736.0,0.0,0,1368.0,574.0,794.0,,0,1338.0,558.0,780.0,,0.0,30.0,16.0,14.0,,0.0,,,,,,,,,,,,,,,,,,,
235167,1,3,1,1,5,5,5,1,3,5,5,3,1623,544,1070,9.0,0,1207.0,373.0,828.0,6.0,0,274.0,99.0,172.0,3.0,0,263.0,97.0,164.0,2.0,0.0,11.0,2.0,8.0,1.0,0.0,35.0,13.0,12.0,4.0,510.0,570.0,640.0,470.0,530.0,580.0,22.0,25.0,29.0,22.0,25.0,29.0,17.0,21.0,27.0
235316,1,3,1,1,1,3,5,1,3,5,1,5,9887,4500,5387,,0,6895.0,2980.0,3915.0,,0,1217.0,553.0,664.0,,0,1216.0,553.0,663.0,,0.0,1.0,0.0,1.0,,0.0,342.0,28.0,158.0,13.0,610.0,660.0,700.0,600.0,660.0,710.0,26.0,29.0,31.0,25.0,29.0,33.0,25.0,27.0,30.0
236133,1,3,1,5,5,3,5,1,3,3,5,3,383,114,268,1.0,0,361.0,106.0,254.0,1.0,0,156.0,58.0,98.0,0.0,0,151.0,57.0,94.0,,0.0,5.0,1.0,4.0,,0.0,39.0,28.0,10.0,7.0,540.0,605.0,685.0,510.0,570.0,635.0,22.0,27.0,30.0,20.0,24.0,30.0,18.0,23.0,25.0
